C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S0_ReparodeComputadorDS_Estruturado.json - _0_0_0_1_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1_ReparodeComputadorDS_Estruturado.json - _0_0_0_2_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S2_ReparodeComputadorDS_Estruturado.json - _0_0_0_0_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8657_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8658_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8659_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8660_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8661_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8662_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8663_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8664_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8665_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8666_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8667_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8668_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8669_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8670_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8671_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8672_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8673_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8674_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8675_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8676_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8677_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8678_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8679_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8680_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8681_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8682_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8683_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8684_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8685_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8686_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8687_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8688_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8689_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8690_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8691_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8692_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8693_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8694_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8695_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8696_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8697_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8698_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8699_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8700_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8701_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8702_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8703_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8704_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8705_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8706_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8707_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8708_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8709_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8710_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8711_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8712_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8713_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8714_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8715_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8716_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8717_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8718_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8719_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8720_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8721_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8722_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8723_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8724_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8725_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8726_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8727_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8728_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8729_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8730_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8731_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8732_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8733_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8734_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8735_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8736_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8737_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8738_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8739_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8740_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8741_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8742_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8743_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8744_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8745_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8746_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8747_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8748_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8749_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8750_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8751_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8752_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8753_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8754_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8755_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8756_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8757_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8758_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8759_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8760_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8761_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8762_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8763_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8764_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8765_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8766_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8767_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8768_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8769_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8770_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8771_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8772_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8773_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8774_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8775_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8776_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8777_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8778_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8779_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8780_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8781_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8782_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8783_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8784_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8785_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8786_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8787_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8788_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8789_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8790_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8791_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8792_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8793_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8794_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8795_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8796_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S8797_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
